Game #,Day,Date,Start,End,Home Team,Away Team,Arena,Division,Flight,Competition,Association,Notes
PL9033,Saturday,2016-01-09,17:45:00,19:00:00,Tri Cities Female Peewee A1,Vancouver Girls Peewee A1,Coquitlam Recreation,Peewee,Tier 1,League,Tri Cities Female
PL9035,Sunday,2016-01-10,16:00:00,17:15:00,Vancouver Girls Peewee A1,Surrey Female Peewee A1,Hillcrest Centre Arena,Peewee,Tier 1,League,Vancouver Girls
ML9035,Sunday,2016-01-10,17:15:00,18:45:00,North Shore Female Midget A1,Abbotsford Female Midget A1,West Vancouver Ice Arena,Midget,Tier 1,League,North Shore Female
BL9035,Sunday,2016-01-10,17:30:00,18:45:00,Vancouver Girls Bantam A1,North Shore Female Bantam A1,Hillcrest Centre Arena,Bantam,Tier 1,League,Vancouver Girls
PL9036,Tuesday,2016-01-12,19:15:00,20:30:00,Langley Girls Peewee A1,Surrey Female Peewee A1,Langley Sportsplex 1,Peewee,Tier 1,League,Langley Girls
ML9036,Tuesday,2016-01-12,21:15:00,22:30:00,Vancouver Girls Midget A1,Abbotsford Female Midget A1,Killarney Community Centre,Midget,Tier 1,League,Vancouver Girls
ML9037,Wednesday,2016-01-13,20:15:00,21:30:00,Abbotsford Female Midget A1,Surrey Female Midget A1,Matsqui Recreation Centre,Midget,Tier 1,League,Abbotsford Female
PL9037,Thursday,2016-01-14,18:00:00,19:15:00,Surrey Female Peewee A1,North Shore Female Peewee A1,Surrey Sport & Leisure Centre Arena 1 Blue,Peewee,Tier 1,League,Surrey Female
BL9036,Thursday,2016-01-14,19:30:00,20:45:00,Surrey Female Bantam A1,North Shore Female Bantam A1,Surrey Sport & Leisure Centre Arena 1 Blue,Bantam,Tier 1,League,Surrey Female
BL9037,Friday,2016-01-15,19:30:00,20:45:00,North Shore Female Bantam A1,Abbotsford Female Bantam A1,Ice Sports North Shore 2 Blue,Bantam,Tier 1,League,North Shore Female
BL9039,Saturday,2016-01-16,19:15:00,20:30:00,Tri Cities Female Bantam A1,Richmond Female Bantam A1,Coquitlam Main,Bantam,Tier 1,League,Tri Cities Female
BL9040,Sunday,2016-01-17,15:15:00,16:45:00,Richmond Female Bantam A1,Vancouver Girls Bantam A1,Richmond Ice Centre Coliseum,Bantam,Tier 1,League,Richmond Female
PL9041,Sunday,2016-01-17,16:00:00,17:15:00,Vancouver Girls Peewee A1,Langley Girls Peewee A1,Hillcrest Centre Arena,Peewee,Tier 1,League,Vancouver Girls
ML9041,Sunday,2016-01-17,17:15:00,18:45:00,North Shore Female Midget A1,Vancouver Girls Midget A1,West Vancouver Ice Arena,Midget,Tier 1,League,North Shore Female
ML9042,Friday,2016-01-22,20:30:00,22:00:00,Richmond Female Midget A1,Vancouver Girls Midget A1,Minoru Arena Silver Spectrum,Midget,Tier 1,League,Richmond Female
ML9043,Saturday,2016-01-23,17:00:00,18:30:00,Western Washington Female Midget A1,Abbotsford Female Midget A1,Bellingham Sportsplex,Midget,Tier 1,League,Western Washington Female
PL9042,Saturday,2016-01-23,17:45:00,19:00:00,Tri Cities Female Peewee A1,Langley Girls Peewee A1,Coquitlam Recreation,Peewee,Tier 1,League,Tri Cities Female
BL9042,Saturday,2016-01-23,19:15:00,20:30:00,Tri Cities Female Bantam A1,Surrey Female Bantam A1,Coquitlam Main,Bantam,Tier 1,League,Tri Cities Female
PL9043,Sunday,2016-01-24,13:30:00,15:00:00,Richmond Female Peewee A1,Surrey Female Peewee A1,Richmond Ice Centre Coliseum,Peewee,Tier 1,League,Richmond Female
BL9043,Sunday,2016-01-24,15:15:00,16:45:00,Richmond Female Bantam A1,North Shore Female Bantam A1,Richmond Ice Centre Coliseum,Bantam,Tier 1,League,Richmond Female
PL9044,Sunday,2016-01-24,16:00:00,17:15:00,Vancouver Girls Peewee A1,North Shore Female Peewee A1,Hillcrest Centre Arena,Peewee,Tier 1,League,Vancouver Girls
ML9044,Sunday,2016-01-24,17:15:00,18:45:00,North Shore Female Midget A1,Surrey Female Midget A1,West Vancouver Ice Arena,Midget,Tier 1,League,North Shore Female
BL9044,Sunday,2016-01-24,17:30:00,18:45:00,Vancouver Girls Bantam A1,Abbotsford Female Bantam A1,Hillcrest Centre Arena,Bantam,Tier 1,League,Vancouver Girls
PL9045,Tuesday,2016-01-26,19:15:00,20:30:00,Langley Girls Peewee A1,Richmond Female Peewee A1,Langley Sportsplex 1,Peewee,Tier 1,League,Langley Girls
ML9046,Wednesday,2016-01-27,20:15:00,21:30:00,Abbotsford Female Midget A1,North Shore Female Midget A1,Matsqui Recreation Centre,Midget,Tier 1,League,Abbotsford Female
PL9046,Thursday,2016-01-28,18:00:00,19:15:00,Surrey Female Peewee A1,Vancouver Girls Peewee A1,Surrey Sport & Leisure Centre Arena 1 Blue,Peewee,Tier 1,League,Surrey Female
BL9045,Thursday,2016-01-28,19:30:00,20:45:00,Surrey Female Bantam A1,Richmond Female Bantam A1,Surrey Sport & Leisure Centre Arena 1 Blue,Bantam,Tier 1,League,Surrey Female
BL9046,Friday,2016-01-29,19:30:00,20:45:00,North Shore Female Bantam A1,Vancouver Girls Bantam A1,Ice Sports North Shore 2 Blue,Bantam,Tier 1,League,North Shore Female
ML9047,Friday,2016-01-29,19:45:00,21:15:00,Surrey Female Midget A1,Vancouver Girls Midget A1,Surrey Sport & Leisure Centre Arena 3 Green,Midget,Tier 1,League,Surrey Female
ML9048,Friday,2016-01-29,20:30:00,22:00:00,Richmond Female Midget A1,Abbotsford Female Midget A1,Minoru Arena Silver Spectrum,Midget,Tier 1,League,Richmond Female
PL9047,Saturday,2016-01-30,11:00:00,12:15:00,North Shore Female Peewee A1,Langley Girls Peewee A1,Ice Sports North Shore 1 Red,Peewee,Tier 1,League,North Shore Female
BL9047,Saturday,2016-01-30,14:15:00,15:30:00,Abbotsford Female Bantam A1,Surrey Female Bantam A1,Abbotsford Centre Ice 1 Blue,Bantam,Tier 1,League,Abbotsford Female
PL9048,Saturday,2016-01-30,17:45:00,19:00:00,Tri Cities Female Peewee A1,Surrey Female Peewee A1,Coquitlam Recreation,Peewee,Tier 1,League,Tri Cities Female
BL9048,Saturday,2016-01-30,19:15:00,20:30:00,Tri Cities Female Bantam A1,North Shore Female Bantam A1,Coquitlam Main,Bantam,Tier 1,League,Tri Cities Female
PL9049,Sunday,2016-01-31,13:30:00,15:00:00,Richmond Female Peewee A1,North Shore Female Peewee A1,Richmond Ice Centre Coliseum,Peewee,Tier 1,League,Richmond Female
BL9049,Sunday,2016-01-31,15:15:00,16:45:00,Richmond Female Bantam A1,Abbotsford Female Bantam A1,Richmond Ice Centre Coliseum,Bantam,Tier 1,League,Richmond Female
PL9050,Sunday,2016-01-31,16:00:00,17:15:00,Vancouver Girls Peewee A1,Tri Cities Female Peewee A1,Hillcrest Centre Arena,Peewee,Tier 1,League,Vancouver Girls
ML9050,Sunday,2016-01-31,17:15:00,18:45:00,North Shore Female Midget A1,Richmond Female Midget A1,West Vancouver Ice Arena,Midget,Tier 1,League,North Shore Female
BL9050,Sunday,2016-01-31,17:30:00,18:45:00,Vancouver Girls Bantam A1,Tri Cities Female Bantam A1,Hillcrest Centre Arena,Bantam,Tier 1,League,Vancouver Girls
AL9417,,,,,Abbotsford Female Atom C2,Meadow Ridge Female Atom C2,,Atom,Red Group,League,Abbotsford Female
BL9038,,,,,Abbotsford Female Bantam A1,Tri Cities Female Bantam A1,,Bantam,Tier 1,League,Abbotsford Female
BL9706,,,,,Burnaby Female Bantam C1,Western Washington Female Bantam C1,,Bantam,Red Group,League,Burnaby
BL9709,,,,,Western Washington Female Bantam C1,Surrey Female Bantam C1,,Bantam,Red Group,League,Western Washington Female
BL9740,,,,,Langley Girls Bantam C1,Surrey Female Bantam C1,,Bantam,Red Group,League,Langley Girls
ML9008,,,,,Surrey Female Midget A1,Richmond Female Midget A1,,Midget,Tier 1,League,Surrey Female
ML9009,,,,,Richmond Female Midget A1,Western Washington Female Midget A1,,Midget,Tier 1,League,Richmond Female
ML9025,,,,,Western Washington Female Midget A1,Richmond Female Midget A1,,Midget,Tier 1,League,Western Washington Female
ML9028,,,,,Abbotsford Female Midget A1,Western Washington Female Midget A1,,Midget,Tier 1,League,Abbotsford Female
ML9322,,,,,Abbotsford Female Midget C1,North Shore Female Midget C1,,Midget,Black Group,League,Abbotsford Female
ML9328,,,,,Abbotsford Female Midget C1,Tri Cities Female Midget C1,,Midget,Black Group,League,Abbotsford Female
ML9706,,,,,Abbotsford Female Midget C2,Tri Cities Female Midget C3,,Midget,Red Group,League,Abbotsford Female
ML9709,,,,,Western Washington Female Midget C1,North Shore Female Midget C2,,Midget,Red Group,League,Western Washington Female
ML9718,,,,,Western Washington Female Midget C1,Tri Cities Female Midget C3,,Midget,Red Group,League,Western Washington Female
ML9727,,,,,Abbotsford Female Midget C2,Western Washington Female Midget C1,,Midget,Red Group,League,Abbotsford Female
NL9508,,,,,Vancouver Girls Novice C2,Vancouver Girls Novice C3,,Novice,Greater Vancouver Group,League,Vancouver Girls
PL9708,,,,,Tri Cities Female Peewee C2,Abbotsford Female Peewee C1,,Peewee,Red Group,League,Tri Cities Female
PL9729,,,,,Abbotsford Female Peewee C1,Meadow Ridge Female Peewee C2,,Peewee,Red Group,League,Abbotsford Female
